Id,Predicted
1,0.04068156140030866
2,0.040441795869539075
3,0.036283154951767684
4,0.04024267247575417
5,0.07216552657231459
6,0.06708928771089888
7,0.026472781818850936
8,0.020807451534559908
9,0.06434532419947572
10,0.06708928771089888
11,0.05838718489340363
12,0.07608359813272189
13,0.07216552657231459
14,0.039493981251633066
15,0.06708928771089888
16,0.03270266394214152
17,0.07216552657231459
18,0.06825150049829332
19,0.11971792800240066
20,0.28055331298960245
21,0.06708928771089888
22,0.018259819172149333
23,0.040652757373304337
24,0.06718156642604292
25,0.061777376750848115
26,0.17133822434677284
27,0.09623930836648813
28,0.061777376750848115
29,0.018053246159590485
30,0.026968953795388242
31,0.44696325890654426
32,0.41746160763109363
33,0.424127861012086
34,0.07216552657231459
35,0.06434532419947572
36,0.06434532419947572
37,0.020807451534559908
38,0.04227949968174721
39,0.040652757373304337
40,0.06235156091202095
41,0.027877687664196616
42,0.06718156642604292
43,0.6235690196414362
44,0.026472781818850936
45,0.10862039130883529
46,0.026968953795388242
47,0.05151584936732793
48,0.06718156642604292
49,0.039493981251633066
50,0.026968953795388242
51,0.04068156140030866
52,0.26334297095929327
53,0.026472781818850936
54,0.27670010747452145
55,0.04481693907916036
56,0.06708928771089888
57,0.04227949968174721
58,0.05657250439767951
59,0.8387867049918061
60,0.13745122613571953
61,0.05657250439767951
62,0.026472781818850936
63,0.04327286104614076
64,0.040441795869539075
65,0.47922835216445264
66,0.06875054408974675
67,0.273175211531784
68,0.018259819172149333
69,0.03946856304373096
70,0.34145489992585937
71,0.027588769734464384
72,0.06235156091202095
73,0.04068156140030866
74,0.0676077518271001
75,0.07216552657231459
76,0.026968953795388242
77,0.04682244693316562
78,0.03431259703999658
79,0.06235156091202095
80,0.040441795869539075
81,0.1206027480534606
82,0.06708928771089888
83,0.026472781818850936
84,0.07216552657231459
85,0.040441795869539075
86,0.11315328933518866
87,0.09623930836648813
88,0.07216552657231459
89,0.06875054408974675
90,0.03270266394214152
91,0.05657250439767951
92,0.6630356719356119
93,0.03709651733685868
94,0.06875054408974675
95,0.3007840475836727
96,0.040652757373304337
97,0.11123812562996457
98,0.06434532419947572
99,0.026968953795388242
100,0.04643653147895924
101,0.028654171998301135
102,0.33472752773218467
103,0.4204423564576264
104,0.0323902958071438
105,0.17054475198316243
106,0.07216552657231459
107,0.026968953795388242
108,0.2730769139057521
109,0.06708928771089888
110,0.026968953795388242
111,0.09371639412988318
112,0.07216552657231459
113,0.020807451534559908
114,0.03270266394214152
115,0.020807451534559908
116,0.0323902958071438
117,0.026968953795388242
118,0.039493981251633066
119,0.03786114812469107
120,0.09623930836648813
121,0.0323902958071438
122,0.03786114812469107
123,0.039493981251633066
124,0.026968953795388242
125,0.02756276338911535
126,0.028654171998301135
127,0.11971792800240066
128,0.06708928771089888
129,0.04643653147895924
130,0.05739118735950001
131,0.13745122613571953
132,0.042067641289047296
133,0.07216552657231459
134,0.061777376750848115
135,0.06708928771089888
136,0.059624257655188036
137,0.47577622789992846
138,0.7480777938492145
139,0.026968953795388242
140,0.028654171998301135
141,0.10852538074699133
142,0.040441795869539075
143,0.026472781818850936
144,0.0522424860215621
145,0.0323902958071438
146,0.040441795869539075
147,0.11315328933518866
148,0.061777376750848115
149,0.06708928771089888
150,0.09678541130400642
151,0.32430185673329387
152,0.026472781818850936
153,0.061777376750848115
154,0.026968953795388242
155,0.04643653147895924
156,0.026968953795388242
157,0.06825150049829332
158,0.0676077518271001
159,0.05739118735950001
160,0.13745122613571953
161,0.4163405243614878
162,0.03299853839908815
163,0.5170091531485076
164,0.039493981251633066
165,0.04682244693316562
166,0.06912763504984841
167,0.08954341173573652
168,0.06235156091202095
169,0.3356117997190719
170,0.27619709162391504
171,0.09623930836648813
172,0.49315722470504014
173,0.05657250439767951
174,0.026968953795388242
175,0.03777473807762562
176,0.026472781818850936
177,0.2694972853998664
178,0.07078488698868403
179,0.13745122613571953
180,0.026472781818850936
181,0.06875054408974675
182,0.05657250439767951
183,0.040652757373304337
184,0.061777376750848115
185,0.07216552657231459
186,0.31999232596706095
187,0.03431259703999658
188,0.03946856304373096
189,0.018053246159590485
190,0.7800103378564336
191,0.26836801133951715
192,0.06235156091202095
193,0.03786114812469107
194,0.06875054408974675
195,0.13745122613571953
196,0.018053246159590485
197,0.10014628837156199
198,0.06875054408974675
199,0.07078488698868403
200,0.04024267247575417
201,0.04024267247575417
202,0.11877957789892646
203,0.3486685069868264
204,0.06235156091202095
205,0.029842787684468648
206,0.020179552168956227
207,0.010584053309337154
208,0.03270266394214152
209,0.026968953795388242
210,0.020807451534559908
211,0.028654171998301135
212,0.06708928771089888
213,0.04227949968174721
214,0.8349246714748683
215,0.03946856304373096
216,0.026472781818850936
217,0.026472781818850936
218,0.40713666642686036
219,0.039493981251633066
220,0.07182212788681279
221,0.04227949968174721
222,0.07216552657231459
223,0.11971792800240066
224,0.5396821320958913
225,0.03709651733685868
226,0.06875054408974675
227,0.026968953795388242
228,0.11315328933518866
229,0.039493981251633066
230,0.28305736649990687
231,0.0323902958071438
232,0.06718156642604292
233,0.06235156091202095
234,0.026968953795388242
235,0.41746160763109363
236,0.05421254687491415
237,0.1182411347376254
238,0.18080657565518798
239,0.35624075772183117
240,0.040652757373304337
241,0.6978964252183951
242,0.13745122613571953
243,0.042067641289047296
244,0.02415294071089267
245,0.06825150049829332
246,0.03709651733685868
247,0.2617421426992255
248,0.06434532419947572
249,0.5204795030890556
250,0.026968953795388242
251,0.10852538074699133
252,0.03946856304373096
253,0.11315328933518866
254,0.8385595265179575
255,0.03946856304373096
256,0.040441795869539075
257,0.06708928771089888
258,0.05739118735950001
259,0.07134054259834616
260,0.27545675073061376
261,0.09623930836648813
262,0.061777376750848115
263,0.04227949968174721
264,0.2753212298169177
265,0.06781263745767922
266,0.8217769742311672
267,0.7409937138668711
268,0.04227949968174721
269,0.06708928771089888
270,0.03720659941821752
271,0.0323902958071438
272,0.039493981251633066
273,0.03270266394214152
274,0.26322944077865257
275,0.07608359813272189
276,0.061777376750848115
277,0.12430549802377401
278,0.09623930836648813
279,0.028654171998301135
280,0.11971792800240066
281,0.04481693907916036
282,0.29413526843206483
283,0.11241361341654664
284,0.026968953795388242
285,0.026968953795388242
286,0.5608977358650047
287,0.07078488698868403
288,0.026968953795388242
289,0.08411151717328777
290,0.04643653147895924
291,0.21012454324714946
292,0.026968953795388242
293,0.2910775890954134
294,0.061777376750848115
295,0.17124140664905305
296,0.5170372837935016
297,0.06235156091202095
298,0.028654171998301135
299,0.05739118735950001
300,0.06708928771089888
301,0.018259819172149333
302,0.029842787684468648
303,0.03786114812469107
304,0.04643653147895924
305,0.018259819172149333
306,0.06708928771089888
307,0.039493981251633066
308,0.40713666642686036
309,0.028654171998301135
310,0.040441795869539075
311,0.06708928771089888
312,0.04811476673414857
313,0.0692868021766094
314,0.6837820336751902
315,0.040441795869539075
316,0.04643653147895924
317,0.026968953795388242
318,0.03709651733685868
319,0.1921757773444217
320,0.263900071827567
321,0.13745122613571953
322,0.06718156642604292
323,0.28055331298960245
324,0.669561632828648
325,0.08954341173573652
326,0.06708928771089888
327,0.06718156642604292
328,0.010584053309337154
329,0.027588769734464384
330,0.018259819172149333
331,0.06718156642604292
332,0.0905726413658632
333,0.07216552657231459
334,0.13745122613571953
335,0.3331594414194941
336,0.5486709477387415
337,0.06875054408974675
338,0.07608359813272189
339,0.01596002443954075
340,0.13745122613571953
341,0.34782220253419227
342,0.10867908662257868
343,0.028654171998301135
344,0.04481693907916036
345,0.2730769139057521
346,0.03946856304373096
347,0.572608493155586
348,0.13745122613571953
349,0.026472781818850936
350,0.026968953795388242
351,0.13745122613571953
352,0.07608359813272189
353,0.05838718489340363
354,0.1099741695600039
355,0.062435926425047784
356,0.07608359813272189
357,0.026968953795388242
358,0.06875054408974675
359,0.09341214216983469
360,0.35206210707907143
361,0.040652757373304337
362,0.040652757373304337
363,0.03786114812469107
364,0.06708928771089888
365,0.07216552657231459
366,0.06235156091202095
367,0.10814885600256996
368,0.026472781818850936
369,0.13745122613571953
370,0.0323902958071438
371,0.03786114812469107
372,0.040441795869539075
373,0.0323902958071438
374,0.0905726413658632
375,0.06708928771089888
376,0.029842787684468648
377,0.07216552657231459
378,0.04682244693316562
379,0.06708928771089888
380,0.039493981251633066
381,0.0323902958071438
382,0.07216552657231459
383,0.06434532419947572
384,0.026968953795388242
385,0.04643653147895924
386,0.5555903817282697
387,0.029842787684468648
388,0.040441795869539075
389,0.04643653147895924
390,0.29433678273962266
